,architecture,batch_size,convolution_kernel_size,data_total_rows_test,data_total_rows_train,data_total_rows_valid,dropout,fit_best_round,fit_dt_test_duration_seconds,fit_dt_test_end,fit_dt_test_start,fit_dt_train_duration_seconds,fit_dt_train_end,fit_dt_train_start,fit_num_epochs,fit_stopped_epoch1,fit_stopped_epoch2,fit_stopped_epoch3,fit_test_acc,fit_train_acc,fit_train_loss,fit_val_acc,fit_val_loss,frame_size,layer_1_size,layer_2_size,layer_3_size,model_id,model_param_count,model_weights_path,num_features,path_model,pooling,pretrained_model_name,sequence_length,sequence_model,sequence_model_layers,verbose
1972,video_mlp_concat,32,3,3130,60399,6398,0.2,3.0,1,2019-01-21 00:04:26,2019-01-21 00:04:24,398,2019-01-21 00:04:22,2019-01-20 23:57:44,30,12,5,10,0.4322683706070287,0.89386297474555,1.6335664861109358,0.8796945603872396,1.8985610424857395,"[224, 224]",0,128,512,696,35847,,512.0,/mnt/seals/models/696/,max,vgg16,10.0,,,True
3289,video_mlp_concat,32,3,3130,60399,6398,0.2,2.0,2,2019-01-21 00:25:10,2019-01-21 00:25:07,341,2019-01-21 00:25:05,2019-01-21 00:19:23,16,2,9,2,0.41757188498402553,0.89016849475597,1.7577485681561067,0.8795159359058763,1.9292195807698742,"[224, 224]",0,128,512,760,143367,,2048.0,/mnt/seals/models/760/,max,resnet50,10.0,,,True
3226,video_mlp_concat,32,3,3135,60509,6408,0.2,2.0,0,2019-01-20 23:28:09,2019-01-20 23:28:09,385,2019-01-20 23:28:08,2019-01-20 23:21:43,16,7,2,4,0.46602870813397124,0.8958502248786324,1.6686559463146609,0.8794810214590342,1.9297758770941498,"[224, 224]",256,0,128,542,2623495,,2048.0,/mnt/seals/models/542/,max,resnet50,5.0,,,True
207,video_mlp_concat,32,3,3137,60553,6412,0.2,2.0,0,2019-01-20 20:34:32,2019-01-20 20:34:32,147,2019-01-20 20:34:32,2019-01-20 20:32:04,9,1,3,2,0.5683774306662417,0.9488429454915098,0.5677854433659615,0.8793334089363655,1.655998853319374,"[224, 224]",0,128,256,313,10759,,512.0,/mnt/seals/models/313/,max,vgg16,3.0,,,True
445,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,3.0,1,2019-01-21 19:19:09,2019-01-21 19:19:07,680,2019-01-21 19:19:05,2019-01-21 19:07:45,24,1,13,7,0.4586921850079745,0.8964971176020681,1.6574778381700794,0.8788122166408582,1.9406878681813882,"[224, 224]",128,256,128,3638,918919,,2048.0,/mnt/seals/models/3638/,max,resnet50,5.0,Convolution1D,1.0,True
2239,video_mlp_concat,32,3,3137,60553,6412,0.2,3.0,1,2019-01-20 15:52:44,2019-01-20 15:52:43,235,2019-01-20 15:52:41,2019-01-20 15:48:45,14,1,6,4,0.44246094995218366,0.9570364723169658,0.2795820233336862,0.8787541368642748,0.9380044615499243,"[299, 299]",0,128,128,250,32263,,1536.0,/mnt/seals/models/250/,max,inception_resnet_v2,3.0,,,True
9,video_mlp_concat,32,3,3130,60399,6398,0.2,2.0,1,2019-01-21 00:17:30,2019-01-21 00:17:28,284,2019-01-21 00:17:26,2019-01-21 00:12:41,13,1,2,7,0.42971246006389774,0.8917721161911584,1.7315657647959188,0.8783995137620099,1.9468186916728139,"[224, 224]",0,512,0,755,143367,,2048.0,/mnt/seals/models/755/,max,resnet50,10.0,,,True
105,video_mlp_concat,32,3,3130,60399,6398,0.2,2.0,1,2019-01-21 00:00:48,2019-01-21 00:00:47,354,2019-01-21 00:00:45,2019-01-20 23:54:51,21,6,9,3,0.5450479233226837,0.9347529640570624,1.0354573241886191,0.8783548582751664,1.9387742586156733,"[224, 224]",0,256,0,759,143367,,2048.0,/mnt/seals/models/759/,max,resnet50,10.0,,,True
1559,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,2.0,10,2019-01-22 00:47:48,2019-01-22 00:47:38,985,2019-01-22 00:47:31,2019-01-22 00:31:06,17,1,8,5,0.46549520766773167,0.8841986680939118,1.8551000354068916,0.8779529479564299,1.9559393075899467,"[224, 224]",128,128,128,5206,935175,,2048.0,/mnt/seals/models/5206/,max,resnet50,10.0,Convolution1D,1.0,True
1446,video_mlp_concat,32,3,3137,60553,6412,0.2,2.0,1,2019-01-20 15:43:22,2019-01-20 15:43:21,197,2019-01-20 15:43:19,2019-01-20 15:40:01,11,1,2,5,0.4386356391456806,0.9403545131766506,0.48189920464924413,0.8779075070239571,1.0116384569288266,"[299, 299]",0,256,256,245,32263,,1536.0,/mnt/seals/models/245/,max,inception_resnet_v2,3.0,,,True
515,video_mlp_concat,32,3,3137,60553,6412,0.2,3.0,1,2019-01-20 15:39:28,2019-01-20 15:39:27,207,2019-01-20 15:39:24,2019-01-20 15:35:57,11,2,2,4,0.4507491233662735,0.9556209473870341,0.2900676104934032,0.8775287577679064,0.9855150986446564,"[299, 299]",0,512,256,241,32263,,1536.0,/mnt/seals/models/241/,max,inception_resnet_v2,3.0,,,True
2157,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,3.0,1,2019-01-21 16:34:13,2019-01-21 16:34:11,542,2019-01-21 16:34:10,2019-01-21 16:25:07,20,1,13,3,0.4054226475279107,0.8886871791251971,1.7821573614295965,0.8775191874093331,1.9628516541289331,"[299, 299]",128,256,128,2614,722311,,1536.0,/mnt/seals/models/2614/,max,inception_resnet_v2,5.0,Convolution1D,1.0,True
797,video_mlp_concat,32,3,3137,60553,6412,0.2,3.0,1,2019-01-20 15:40:29,2019-01-20 15:40:28,169,2019-01-20 15:40:26,2019-01-20 15:37:36,8,1,3,1,0.456487089576028,0.9558238386802704,0.2849603591939392,0.877350520544772,0.9378408139672639,"[299, 299]",0,0,128,254,32263,,1536.0,/mnt/seals/models/254/,max,inception_resnet_v2,3.0,,,True
1941,video_mlp_concat,32,3,3130,60399,6398,0.2,2.0,1,2019-01-21 00:21:03,2019-01-21 00:21:01,326,2019-01-21 00:20:59,2019-01-21 00:15:33,17,2,11,1,0.4105431309904153,0.901952041206195,1.567469294634609,0.8771937789489195,1.9527832193648902,"[224, 224]",0,256,128,758,143367,,2048.0,/mnt/seals/models/758/,max,resnet50,10.0,,,True
1914,video_mlp_concat,32,3,3135,60509,6408,0.2,2.0,0,2019-01-20 23:18:48,2019-01-20 23:18:48,394,2019-01-20 23:18:47,2019-01-20 23:12:12,23,7,11,2,0.4303030303030303,0.89763980547834,1.6393312717453756,0.8763153371441825,1.981102230248231,"[224, 224]",128,0,0,559,1311751,,2048.0,/mnt/seals/models/559/,max,resnet50,5.0,,,True
233,video_mlp_concat,32,3,3137,60553,6412,0.2,3.0,0,2019-01-20 15:34:33,2019-01-20 15:34:32,219,2019-01-20 15:34:31,2019-01-20 15:30:51,14,7,3,1,0.44915524386356387,0.9571001714375179,0.3019495515543379,0.8761028572312758,1.0802750178076517,"[299, 299]",0,256,0,247,32263,,1536.0,/mnt/seals/models/247/,max,inception_resnet_v2,3.0,,,True
1709,video_mlp_concat,32,3,3137,60553,6412,0.2,3.0,0,2019-01-20 15:48:37,2019-01-20 15:48:36,192,2019-01-20 15:48:35,2019-01-20 15:45:22,10,4,1,2,0.44851769206248004,0.9553567160485633,0.30136630783813917,0.875969176580961,1.0596923801353106,"[299, 299]",0,512,128,242,32263,,1536.0,/mnt/seals/models/242/,max,inception_resnet_v2,3.0,,,True
1929,video_mlp_concat,32,3,3135,60509,6408,0.2,2.0,1,2019-01-20 21:48:58,2019-01-20 21:48:56,221,2019-01-20 21:48:54,2019-01-20 21:45:12,10,1,2,4,0.389792663476874,0.9090029303844613,0.8179788506284786,0.8758025807834297,1.1468263618955006,"[299, 299]",0,256,128,438,53767,,1536.0,/mnt/seals/models/438/,max,inception_resnet_v2,5.0,,,True
1694,video_mlp_concat,32,3,3130,60399,6398,0.2,2.0,2,2019-01-21 00:28:19,2019-01-21 00:28:17,313,2019-01-21 00:28:15,2019-01-21 00:23:02,15,6,1,5,0.5610223642172524,0.9328986283128164,1.06035863340575,0.8750055954209638,1.989900617347579,"[224, 224]",0,512,512,752,143367,,2048.0,/mnt/seals/models/752/,max,resnet50,10.0,,,True
1911,video_mlp_concat,32,3,3135,60509,6408,0.2,3.0,0,2019-01-20 23:09:43,2019-01-20 23:09:43,265,2019-01-20 23:09:42,2019-01-20 23:05:17,10,3,3,1,0.4095693779904306,0.9201464923747434,0.18731116544246026,0.8739745113882381,0.31966334436270183,"[299, 299]",128,128,512,424,1069319,,1536.0,/mnt/seals/models/424/,max,inception_resnet_v2,5.0,,,True
1252,video_mlp_concat,32,3,3135,60509,6408,0.2,2.0,1,2019-01-20 23:38:32,2019-01-20 23:38:31,241,2019-01-20 23:38:30,2019-01-20 23:34:29,15,1,2,9,0.4303030303030303,0.9031785339834663,1.4846662724149504,0.8726146024711123,2.0054179928573626,"[224, 224]",0,512,128,562,71687,,2048.0,/mnt/seals/models/562/,max,resnet50,5.0,,,True
921,video_mlp_concat,32,3,3137,60553,6412,0.2,2.0,1,2019-01-20 15:42:08,2019-01-20 15:42:07,232,2019-01-20 15:42:05,2019-01-20 15:38:12,14,7,2,2,0.36946126872808416,0.9232738462868267,0.621218364056597,0.8721593568195646,1.0504162551757328,"[299, 299]",0,0,512,252,32263,,1536.0,/mnt/seals/models/252/,max,inception_resnet_v2,3.0,,,True
2414,video_mlp_concat,32,3,3135,60509,6408,0.2,1.0,0,2019-01-20 23:11:56,2019-01-20 23:11:56,115,2019-01-20 23:11:55,2019-01-20 23:09:59,6,1,1,1,0.368421052631579,0.9007113675031817,1.008143607449383,0.8717897398195017,1.339916738678007,"[299, 299]",0,128,0,443,53767,,1536.0,/mnt/seals/models/443/,max,inception_resnet_v2,5.0,,,True
2908,video_mlp_concat,32,3,3135,60509,6408,0.2,2.0,0,2019-01-20 23:27:37,2019-01-20 23:27:36,394,2019-01-20 23:27:36,2019-01-20 23:21:01,12,1,6,2,0.36140350877192984,0.872373191236309,2.0455687260280615,0.8715890984559029,2.0584575894768915,"[224, 224]",512,0,512,524,5246983,,2048.0,/mnt/seals/models/524/,max,resnet50,5.0,,,True
2228,video_mlp_concat,32,3,3130,60399,6398,0.2,1.0,1,2019-01-21 00:10:18,2019-01-21 00:10:16,219,2019-01-21 00:10:14,2019-01-21 00:06:34,11,4,3,1,0.3757188498402556,0.8723205116812023,1.914629149230502,0.8713437391654072,1.9985333587572551,"[224, 224]",0,512,128,690,35847,,512.0,/mnt/seals/models/690/,max,vgg16,10.0,,,True
1429,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,2.0,10,2019-01-22 00:56:07,2019-01-22 00:55:57,852,2019-01-22 00:55:49,2019-01-22 00:41:36,16,1,9,3,0.3562300319488818,0.8689855442863993,2.0994211542825236,0.8706738824731076,2.073128701523342,"[224, 224]",256,128,256,4559,690567,,512.0,/mnt/seals/models/4559/,max,vgg16,10.0,Convolution1D,2.0,True
1977,video_mlp_concat,32,3,3135,60509,6408,0.2,2.0,0,2019-01-20 23:04:36,2019-01-20 23:04:36,201,2019-01-20 23:04:35,2019-01-20 23:01:14,15,6,3,3,0.37767145135566194,0.9061131631664698,0.8374468618055008,0.8686240521560745,1.154267115241728,"[299, 299]",0,512,128,434,53767,,1536.0,/mnt/seals/models/434/,max,inception_resnet_v2,5.0,,,True
3303,video_mlp_concat,32,3,3130,60399,6398,0.2,3.0,1,2019-01-20 23:52:40,2019-01-20 23:52:39,243,2019-01-20 23:52:38,2019-01-20 23:48:35,17,7,4,3,0.49616613418530353,0.9118765218401708,1.3279728805208233,0.8679051586112666,2.0475090716398667,"[224, 224]",0,256,0,695,35847,,512.0,/mnt/seals/models/695/,max,vgg16,10.0,,,True
2926,video_mlp_concat,32,3,3137,60553,6412,0.2,3.0,1,2019-01-20 15:48:41,2019-01-20 15:48:40,255,2019-01-20 15:48:38,2019-01-20 15:44:22,17,3,4,7,0.3681861651259165,0.9191475893406443,0.7607885049432558,0.867881661679547,1.071254545572915,"[299, 299]",0,128,0,251,32263,,1536.0,/mnt/seals/models/251/,max,inception_resnet_v2,3.0,,,True
1808,video_mlp_concat,32,3,3137,60553,6412,0.2,3.0,1,2019-01-20 15:43:45,2019-01-20 15:43:44,271,2019-01-20 15:43:42,2019-01-20 15:39:10,17,3,3,8,0.3637233025183296,0.9179042869481753,0.7634903025458224,0.8674583500129167,1.0846210872836954,"[299, 299]",0,512,512,240,32263,,1536.0,/mnt/seals/models/240/,max,inception_resnet_v2,3.0,,,True
1629,video_mlp_concat,32,3,3135,60509,6408,0.2,2.0,1,2019-01-20 21:49:12,2019-01-20 21:49:10,194,2019-01-20 21:49:08,2019-01-20 21:45:53,8,2,2,1,0.2931419457735247,0.8741486052681591,1.1069862639559844,0.8668182746003779,1.1874016227198303,"[299, 299]",0,0,512,444,53767,,1536.0,/mnt/seals/models/444/,max,inception_resnet_v2,5.0,,,True
546,video_mlp_concat,32,3,3130,60399,6398,0.2,3.0,1,2019-01-21 00:10:05,2019-01-21 00:10:03,279,2019-01-21 00:10:01,2019-01-21 00:05:22,17,2,9,3,0.5121405750798722,0.9121177741361317,1.308999347166906,0.8667887440321035,2.052327557182491,"[224, 224]",0,128,256,697,35847,,512.0,/mnt/seals/models/697/,max,vgg16,10.0,,,True
863,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,2.0,11,2019-01-22 02:09:32,2019-01-22 02:09:20,841,2019-01-22 02:09:13,2019-01-22 01:55:11,14,1,6,4,0.3408945686900958,0.8680489165618835,2.114927601160187,0.8662528594645458,2.1439987584627134,"[224, 224]",128,128,128,4695,345351,,512.0,/mnt/seals/models/4695/,max,vgg16,10.0,Convolution1D,2.0,True
1757,video_mlp_concat,32,3,3135,60509,6408,0.2,3.0,0,2019-01-20 23:08:18,2019-01-20 23:08:18,141,2019-01-20 23:08:17,2019-01-20 23:05:55,8,1,2,2,0.29856459330143537,0.8749513211538571,1.090471710982467,0.86619405502386,1.1568965971395466,"[299, 299]",0,0,128,446,53767,,1536.0,/mnt/seals/models/446/,max,inception_resnet_v2,5.0,,,True
3196,video_mlp_concat,32,3,3135,60509,6408,0.2,3.0,1,2019-01-20 21:33:44,2019-01-20 21:33:43,249,2019-01-20 21:33:41,2019-01-20 21:29:32,14,9,1,1,0.37575757575757573,0.9074494459153514,0.82802003321121,0.865770475769162,1.1697913618867615,"[299, 299]",0,0,0,447,53767,,1536.0,/mnt/seals/models/447/,max,inception_resnet_v2,5.0,,,True
2332,video_mlp_concat,32,3,3135,60509,6408,0.2,3.0,0,2019-01-20 23:49:50,2019-01-20 23:49:49,208,2019-01-20 23:49:48,2019-01-20 23:46:19,12,3,2,4,0.5039872408293461,0.8996560357782056,1.5237508337755676,0.8653914877091454,2.0932564842567016,"[224, 224]",0,0,256,573,71687,,2048.0,/mnt/seals/models/573/,max,resnet50,5.0,,,True
3378,video_mlp_concat,32,3,3130,60399,6398,0.2,3.0,2,2019-01-21 00:33:34,2019-01-21 00:33:32,345,2019-01-21 00:33:30,2019-01-21 00:27:44,18,5,8,2,0.5089456869009585,0.8993834072575372,1.5949692409021452,0.8650024690528183,2.1501037700357344,"[224, 224]",0,256,256,757,143367,,2048.0,/mnt/seals/models/757/,max,resnet50,10.0,,,True
3036,video_mlp_concat,32,3,3135,60509,6408,0.2,3.0,0,2019-01-20 23:28:59,2019-01-20 23:28:58,141,2019-01-20 23:28:57,2019-01-20 23:26:35,7,1,1,2,0.5043062200956938,0.898437798861505,1.5488074383554171,0.8649902021542619,2.12537777379211,"[224, 224]",0,256,512,564,71687,,2048.0,/mnt/seals/models/564/,max,resnet50,5.0,,,True
3207,video_mlp_concat,32,3,3130,60399,6398,0.2,3.0,0,2019-01-20 23:43:22,2019-01-20 23:43:21,195,2019-01-20 23:43:20,2019-01-20 23:40:04,12,1,5,3,0.5003194888178915,0.899293529205554,1.4933243869410817,0.8629929106397233,2.1187478486878235,"[224, 224]",0,0,0,703,35847,,512.0,/mnt/seals/models/703/,max,vgg16,10.0,,,True
2202,video_mlp_concat,32,3,3137,60553,6412,0.2,3.0,0,2019-01-20 20:53:38,2019-01-20 20:53:37,535,2019-01-20 20:53:36,2019-01-20 20:44:41,33,5,6,19,0.48613324832642657,0.8942650211908074,1.6919955225850605,0.8622671892995472,2.204090136330498,"[224, 224]",256,0,512,348,1574919,,2048.0,/mnt/seals/models/348/,max,resnet50,3.0,,,True
2957,video_mlp_concat,32,3,3135,60509,6408,0.2,3.0,0,2019-01-20 23:26:24,2019-01-20 23:26:23,408,2019-01-20 23:26:23,2019-01-20 23:19:34,17,1,8,5,0.49059011164274324,0.8921388513510877,1.7264489862051966,0.8622257973668578,2.2041426964020463,"[224, 224]",256,0,512,540,2623495,,2048.0,/mnt/seals/models/540/,max,resnet50,5.0,,,True
1024,video_mlp_concat,32,3,3137,60553,6412,0.2,3.0,0,2019-01-20 15:17:33,2019-01-20 15:17:32,380,2019-01-20 15:17:31,2019-01-20 15:11:11,17,2,1,11,0.45553076187440233,0.8912310785218266,1.7338469354505475,0.861286883940194,2.215449474858851,"[299, 299]",512,0,256,205,2363399,,1536.0,/mnt/seals/models/205/,max,inception_resnet_v2,3.0,,,True
1180,video_mlp_concat,32,3,3135,60509,6408,0.2,3.0,1,2019-01-20 21:45:44,2019-01-20 21:45:42,249,2019-01-20 21:45:40,2019-01-20 21:41:31,13,4,5,1,0.41307814992025516,0.903223390238119,0.8647842183865522,0.860620663258318,1.2501537674821719,"[299, 299]",0,256,512,436,53767,,1536.0,/mnt/seals/models/436/,max,inception_resnet_v2,5.0,,,True
1104,video_mlp_concat,32,3,3135,60509,6408,0.2,1.0,0,2019-01-20 23:04:29,2019-01-20 23:04:29,194,2019-01-20 23:04:29,2019-01-20 23:01:14,14,7,3,1,0.42105263157894735,0.8930454467838199,1.0514233088083171,0.8589040558882867,1.414791289042593,"[299, 299]",0,512,0,435,53767,,1536.0,/mnt/seals/models/435/,max,inception_resnet_v2,5.0,,,True
1068,video_mlp_concat,32,3,3130,60399,6398,0.2,3.0,1,2019-01-21 00:17:48,2019-01-21 00:17:47,739,2019-01-21 00:17:45,2019-01-21 00:05:25,30,9,10,8,0.40095846645367417,0.884941348847132,1.8430873013073255,0.858884481610116,2.259146671363733,"[224, 224]",128,0,512,748,2622471,,2048.0,/mnt/seals/models/748/,max,resnet50,10.0,,,True
3057,video_mlp_concat,32,3,3130,60399,6398,0.2,3.0,1,2019-01-20 23:54:05,2019-01-20 23:54:03,282,2019-01-20 23:54:02,2019-01-20 23:49:20,14,5,5,1,0.3562300319488818,0.870286418656667,2.076416595970693,0.8577680619629743,2.2793158397483766,"[224, 224]",128,0,512,684,656391,,512.0,/mnt/seals/models/684/,max,vgg16,10.0,,,True
1285,video_mlp_concat,32,3,3130,60399,6398,0.2,3.0,1,2019-01-21 00:00:20,2019-01-21 00:00:18,511,2019-01-21 00:00:17,2019-01-20 23:51:46,20,1,9,7,0.35111821086261985,0.8768144349933142,1.6793143665197068,0.8573438202488903,2.1513132633884164,"[224, 224]",256,512,512,656,1708807,,512.0,/mnt/seals/models/656/,max,vgg16,10.0,,,True
462,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,1.0,3,2019-01-21 17:24:15,2019-01-21 17:24:12,302,2019-01-21 17:24:09,2019-01-21 17:19:06,6,1,1,1,0.17480063795853273,0.857107451524966,0.3566307163390815,0.8571651594320338,0.3684342819057898,"[224, 224]",256,128,512,3014,561543,,512.0,/mnt/seals/models/3014/,max,vgg16,5.0,Convolution1D,1.0,True
2108,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,1.0,4,2019-01-21 17:35:38,2019-01-21 17:35:34,322,2019-01-21 17:35:30,2019-01-21 17:30:08,6,1,1,1,0.17480063795853273,0.9005956897019027,0.289640235175682,0.8571428656578064,0.4083237524485023,"[224, 224]",128,512,128,3094,460423,,512.0,/mnt/seals/models/3094/,max,vgg16,5.0,Convolution1D,1.0,True
1575,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,1.0,7,2019-01-21 22:42:54,2019-01-21 22:42:46,439,2019-01-21 22:42:41,2019-01-21 22:35:21,6,1,1,1,0.17507987220447285,0.8571405004116062,0.35729944294052696,0.8571428656578064,0.36606992535682054,"[224, 224]",128,128,128,4694,345351,,512.0,/mnt/seals/models/4694/,max,vgg16,10.0,Convolution1D,1.0,True
2912,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,1.0,4,2019-01-21 17:41:19,2019-01-21 17:41:15,330,2019-01-21 17:41:12,2019-01-21 17:35:41,6,1,1,1,0.17480063795853273,0.896541982036611,0.31296201365622,0.8571428656578064,0.3699444776840424,"[224, 224]",128,128,256,3150,280839,,512.0,/mnt/seals/models/3150/,max,vgg16,5.0,Convolution1D,1.0,True
2212,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,1.0,1,2019-01-21 16:33:07,2019-01-21 16:33:05,273,2019-01-21 16:33:03,2019-01-21 16:28:30,6,1,1,1,0.17480063795853273,0.8571381437650218,0.3565170063416745,0.8571428656578064,0.36466489570417654,"[299, 299]",128,128,512,2630,708871,,1536.0,/mnt/seals/models/2630/,max,inception_resnet_v2,5.0,Convolution1D,1.0,True
1566,video_lrcnn_frozen,32,3,3137,60553,6412,0.2,2.0,2,2019-01-21 00:46:58,2019-01-21 00:46:55,406,2019-01-21 00:46:52,2019-01-21 00:40:06,7,2,1,1,0.17468919349697165,0.8571428656578064,0.35620012876566276,0.8571428656578064,0.3647384832259349,"[299, 299]",512,256,512,802,1315591,,1536.0,/mnt/seals/models/802/,max,inception_resnet_v2,3.0,SimpleRNN,1.0,True
1171,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,1.0,6,2019-01-21 22:10:13,2019-01-21 22:10:07,419,2019-01-21 22:10:01,2019-01-21 22:03:02,6,1,1,1,0.17507987220447285,0.8571405004116062,0.3565895262459307,0.8571428656578064,0.3666401304987007,"[224, 224]",128,128,512,4678,397575,,512.0,/mnt/seals/models/4678/,max,vgg16,10.0,Convolution1D,1.0,True
609,video_lrcnn_frozen,32,3,3130,60399,6398,0.2,1.0,7,2019-01-21 22:16:56,2019-01-21 22:16:49,432,2019-01-21 22:16:43,2019-01-21 22:09:30,6,1,1,1,0.17507987220447285,0.8571263089344047,0.3565662961125257,0.8571428656578064,0.364703730843372,"[224, 224]",128,128,256,4686,362759,,512.0,/mnt/seals/models/4686/,max,vgg16,10.0,Convolution1D,1.0,True
477,video_mlp_concat,32,3,3135,60509,6408,0.2,1.0,1,2019-01-20 21:25:13,2019-01-20 21:25:11,197,2019-01-20 21:25:10,2019-01-20 21:21:52,6,1,1,1,0.17480063795853273,0.8571428656578064,0.3573432695048233,0.8571428656578064,0.3656484697493126,"[299, 299]",128,0,0,431,984071,,1536.0,/mnt/seals/models/431/,max,inception_resnet_v2,5.0,,,True
1207,video_mlp_concat,32,3,3130,60399,6398,0.2,2.0,1,2019-01-21 00:15:53,2019-01-21 00:15:51,268,2019-01-21 00:15:49,2019-01-21 00:11:21,16,4,6,3,0.3648562300319489,0.8783849472192252,1.8635542524376263,0.8567409536249007,2.276983711115082,"[224, 224]",0,256,256,693,35847,,512.0,/mnt/seals/models/693/,max,vgg16,10.0,,,True
3302,video_mlp_concat,32,3,3130,60399,6398,0.2,3.0,2,2019-01-21 00:29:24,2019-01-21 00:29:22,336,2019-01-21 00:29:20,2019-01-21 00:23:43,16,1,9,3,0.39201277955271563,0.8822071476348511,1.880658258817281,0.8563390432130027,2.2975129421594254,"[224, 224]",0,512,128,754,143367,,2048.0,/mnt/seals/models/754/,max,resnet50,10.0,,,True
1302,video_mlp_concat,32,3,3130,60399,6398,0.2,2.0,2,2019-01-21 00:32:47,2019-01-21 00:32:45,320,2019-01-21 00:32:42,2019-01-21 00:27:22,15,2,8,2,0.3744408945686901,0.8825619328142201,1.8760575471361511,0.8558924729543091,2.303537018860307,"[224, 224]",0,128,256,761,143367,,2048.0,/mnt/seals/models/761/,max,resnet50,10.0,,,True
2234,video_mlp_concat,32,3,3135,60509,6408,0.2,1.0,0,2019-01-20 23:17:07,2019-01-20 23:17:06,184,2019-01-20 23:17:05,2019-01-20 23:14:01,15,4,2,6,0.3547049441786284,0.8738582123923458,1.816637283013067,0.8554262595527925,2.2313505665639815,"[224, 224]",0,128,512,504,17927,,512.0,/mnt/seals/models/504/,max,vgg16,5.0,,,True
1010,video_mlp_concat,32,3,3137,60553,6412,0.2,3.0,1,2019-01-20 16:30:24,2019-01-20 16:30:22,478,2019-01-20 16:30:19,2019-01-20 16:22:21,16,1,1,11,0.3375836786738923,0.8742542092854043,2.014132498037198,0.8551376957262745,2.321548171662124,"[224, 224]",512,0,0,335,3149831,,2048.0,/mnt/seals/models/335/,max,resnet50,3.0,,,True
2323,video_mlp_concat,32,3,3137,60553,6412,0.2,3.0,1,2019-01-20 15:53:23,2019-01-20 15:53:21,365,2019-01-20 15:53:19,2019-01-20 15:47:14,19,2,3,11,0.36786738922537454,0.8807090061940503,1.9113187017486941,0.8530434079640222,2.3548729232305003,"[224, 224]",512,0,512,268,790535,,512.0,/mnt/seals/models/268/,max,vgg16,3.0,,,True
791,video_mlp_concat,32,3,3130,60399,6398,0.2,1.0,1,2019-01-21 00:18:34,2019-01-21 00:18:32,315,2019-01-21 00:18:30,2019-01-21 00:13:14,16,8,3,2,0.3415335463258786,0.8639286952424609,2.1795364234318755,0.8529897815140012,2.3534851897392617,"[224, 224]",0,0,128,766,143367,,2048.0,/mnt/seals/models/766/,max,resnet50,10.0,,,True
2600,video_mlp_concat,32,3,3135,60509,6408,0.2,1.0,0,2019-01-20 23:04:28,2019-01-20 23:04:28,193,2019-01-20 23:04:27,2019-01-20 23:01:14,14,3,6,2,0.32854864433811803,0.8664307434966799,1.2442466799978693,0.8525280971800938,1.575212474470579,"[299, 299]",0,512,512,432,53767,,1536.0,/mnt/seals/models/432/,max,inception_resnet_v2,5.0,,,True
1330,video_mlp_concat,32,3,3135,60509,6408,0.2,2.0,0,2019-01-20 23:23:55,2019-01-20 23:23:54,631,2019-01-20 23:23:53,2019-01-20 23:13:22,24,1,12,8,0.32312599681020737,0.8625989630309833,2.2022824933885925,0.8522828681192148,2.365994557905733,"[224, 224]",512,0,0,527,5246983,,2048.0,/mnt/seals/models/527/,max,resnet50,5.0,,,True
2005,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,3.0,4,2019-01-21 20:59:15,2019-01-21 20:59:11,1199,2019-01-21 20:59:07,2019-01-21 20:39:07,41,9,19,10,0.27113237639553434,0.8592747798288549,2.2549226617763463,0.852282866630959,2.367856714162934,"[224, 224]",256,0,0,3583,1578503,,2048.0,/mnt/seals/models/3583/,max,resnet50,5.0,Convolution1D,2.0,True
702,video_lrcnn_frozen,32,3,3135,60509,6408,0.2,3.0,2,2019-01-21 19:32:43,2019-01-21 19:32:40,798,2019-01-21 19:32:39,2019-01-21 19:19:20,31,1,8,19,0.3301435406698564,0.862683955910174,2.2005621222952922,0.8521936903434448,2.3689939993597595,"[224, 224]",128,128,256,3662,870663,,2048.0,/mnt/seals/models/3662/,max,resnet50,5.0,Convolution1D,1.0,True
686,video_mlp_concat,32,3,3135,60509,6408,0.2,2.0,0,2019-01-20 23:37:37,2019-01-20 23:37:36,274,2019-01-20 23:37:34,2019-01-20 23:33:00,8,1,3,1,0.33301435406698565,0.8628964396837449,2.197137604503048,0.8521491078550598,2.368992096773545,"[224, 224]",256,0,256,541,2623495,,2048.0,/mnt/seals/models/541/,max,resnet50,5.0,,,True
